country,name,full_name,tag,isin,id,currency,symbol
brazil,Industrias JB Duarte Right 1,Industrias JB Duarte SA Right 1,industrias-jb-duarte-right-1,BRJBDUD16OR9,1123758,BRL,JBDU1
brazil,Industrias JB Duarte Right 2,Industrias JB Duarte SA Right 2,industrias-jb-duarte-right-2,BRJBDUD16PR6,1123759,BRL,JBDU2
brazil,Log-in Logistica Right,Log-in Logistica Intermodal SA Right,log-in-logistica-right,BRLOGNN01OR7,1123760,BRL,LOGN12
brazil,Iochpe Maxion Right 12,Iochpe Maxion SA Right 12,iochpe-maxion-right-12,BRMYPKN02OR9,1123762,BRL,MYPK12
brazil,PATRIA EDIFICIOS CORPORATIVOS FII,PATRIA EDIFICIOS CORPORATIVOS FII,patria-edificios-corporativos-fii,BRPATCCTF002,1127933,BRL,PATC11
brazil,BRADESCO ON,Banco Bradesco,bradesco-on-n1?cid=1127941,BRBBDCACNOR1,1127941,BRL,BBDC3
brazil,VALORA RE III FII,VALORA RE III FI IMOBILIARIO,valora-re-iii-fi-imobiliario,BRVGIRCTF008,1128659,BRL,VGIR11
brazil,VINCI LOGISTICA FII,VINCI LOGISTICA FII,vinci-logistica-fii,BRVILGCTF001,1128665,BRL,VILG11
brazil,Grupo SBF,Grupo SBF,grupo-sbf-sa,BRCNTOACNOR5,1128957,BRL,CNTO3
brazil,FII BTG PACTUAL CREDITO IMOBILIARIO,FII BTG PACTUAL CREDITO IMOBILIARIO,fii-btg-pactual-credito-imobiliario,BRBTCRCTF006,1128960,BRL,BTCR11
brazil,Grupo Vamos,Grupo Vamos SA,grupo-vamos-sa,BRVAMOACNOR7,1129147,BRL,VAMO3
brazil,Cambuci Pref,Cambuci SA Pref,cambuci-pref,BRCAMBR03PR2,1129328,BRL,CAMB10
brazil,Banco Indusval,Banco Indusval SA,banco-indusval,BRIDVLR05OR1,1131045,BRL,IDVL9
brazil,Mercadolibre BDR,Mercadolibre Inc BDR,mercadolibre-bdr,BRMELIBDR006,1131046,BRL,MELI34
brazil,Monteiro Aranha,Monteiro Aranha SA,monteiro-aranha,BRMOARACNOR5,1131277,BRL,MOAR3
brazil,FII Rio Bravo Rendo Varejo,FII Rio Bravo Rendo Varejo,fii-rio-bravo-rendo-varejo,BRRBVACTF006,1131594,BRL,RBVA11
brazil,MRS Logistica,MRS Logistica SA,mrs-logistica,BRMRSAACNOR6,1135950,BRL,MRSA3B
brazil,FI Imobiliario Votorantim Logistica,FI Imobiliario Votorantim Logistica,fi-imobiliario-votorantim-logistica,BRVTLTCTF001,1135979,BRL,VTLT11
brazil,FII Green Towers,FII Green Towers,fii-green-towers,BRGTWRCTF003,1141682,BRL,GTWR11
brazil,Banco Inter Unit,Banco Inter Unit,banco-inter-unt,BRBIDICDAXX3,1141840,BRL,BIDI11
brazil,Banco Inter ON,Banco Inter ON,banco-inter,BRBIDIACNOR3,1141841,BRL,BIDI3
brazil,MAC Fundo de Investimento Imobiliario,MAC Fundo de Investimento Imobiliario,mac-fundo-de-investimento-imobil,BRDMACCTF003,1141847,BRL,DMAC11
brazil,Hedge Top FOFII,Hedge Top FOFII  FI Imobiliario,hedge-top-fofii,BRTFOFCTF007,1142418,BRL,TFOF11
brazil,Hectare Ce Fdo Inv Imob,Hectare Ce Fdo Inv Imob Reit,hectare-ce-fdo-inv-imob-reit,,1142517,BRL,HCTR11
brazil,Aes Tiete Energia Pref Rights,Aes Tiete Energia Pref Rights,aes-tiete-energia-pref-rights,BRTIETD02PR0,1152225,BRL,TIET2
brazil,HSI Malls FII,HSI Malls Fundo de Investimento Imobiliario,hsi-malls-fundo-de-investimentoimob,BRHSMLCTF007,1152293,BRL,HSML11
brazil,XP HOTEIS FDO INV IMOB,XP HOTEIS FDO INV IMOB FII,xp-hoteis-fdo-inv-imob-fii,BRXPHTCTF003,1152316,BRL,XPHT11
brazil,XP HOTEIS FII,XP HOTEIS FII,xp-hoteis-fii,BRXPHTCTF011,1152317,BRL,XPHT12
brazil,FII HABIT II,HABITAT II - FUNDO DE INVESTIMENTO IMOBILIARIO,habitat-ii-fii,BRHABTCTF001,1152318,BRL,HABT11
brazil,FII UBS (BR) OFFICE,FII UBS (BR) OFFICE,fii-ubs-(br)-office,BRRECTCTF000,1152326,BRL,RECT11
brazil,Áquilla,Áquilla,aquilla,BRAQLLCTF008,1152848,BRL,AQLL11
brazil,Áquilla Renda,Áquilla Renda,aquilla-renda,BRARFICTF004,1152849,BRL,ARFI11B
brazil,HAZ,HAZ,haz,BRATCRCTF008,1152850,BRL,ATCR11
brazil,Barigui Rendimento Imobiliários I,Barigui Rendimento Imobiliários I,barigui-rendimento-imobiliarios-i,BRBARICTF003,1152851,BRL,BARI11
brazil,BB Recebiveis Imobiliários,BB Recebiveis Imobiliários,bb-recebiveis-imobiliarios,BRBBIMCTF002,1152852,BRL,BBIM11
brazil,Brasilio Machado,Brasilio Machado,brasilio-machado,BRBMIICTF007,1152853,BRL,BMII11
brazil,FII BRLPROP,FII BRLPROP,fii-brlprop,BRBPRPCTF006,1152854,BRL,BPRP11
brazil,BR Hotéis,BR Hotéis,br-hoteis,BRBRHTCTF005,1152855,BRL,BRHT11B
brazil,Brasil Varejo,Brasil Varejo,brasil-varejo,BRBVARCTF006,1152856,BRL,BVAR11
brazil,Diamante,Diamante,diamante,BRDAMTCTF007,1152857,BRL,DAMT11B
brazil,DOVEL,DOVEL,dovel,BRDOVLCTF006,1152858,BRL,DOVL11B
brazil,Eldorado,Eldorado,eldorado,BRELDOCTF002,1152859,BRL,ELDO11B
brazil,Europa 105,Europa 105,europa-105,BRERPACTF002,1152860,BRL,ERPA11
brazil,Infra Real State,Infra Real State,infra-real-state,BRFINFCTF002,1152861,BRL,FINF11
brazil,SC 401,SC 401,sc-401,BRFISCCTF008,1152862,BRL,FISC11
brazil,São Domingos,São Domingos,sao-domingos,BRFISDCTF006,1152863,BRL,FISD11
brazil,Pedra Negra Renda Imobiliária,Pedra Negra Renda Imobiliária,pedra-negra-renda-imobiliaria,BRFPNGCTF005,1152864,BRL,FPNG11
brazil,Opportunity,Opportunity,opportunity,BRFTCECTF005,1152865,BRL,FTCE11B
brazil,General Severiano,General Severiano,general-severiano,BRGESECTF001,1152866,BRL,GESE11B
brazil,General Severiano,Habitat I,general-severiano?cid=1152867,BRGESECTF001,1152867,BRL,HBTT11
brazil,CSHG Imobiliário FOF,CSHG Imobiliário FOF,cshg-imobiliario-fof,BRHGFFCTF008,1152868,BRL,HGFF11
brazil,Hospital Unimed Sul Capixaba,Hospital Unimed Sul Capixaba,hospital-unimed-sul-capixaba,BRHUSCCTF009,1152869,BRL,HUSC11
brazil,JPP Capital,JPP Capital,jpp-capital,BRJPPCCTF001,1152870,BRL,JPPC11
brazil,Even Permuta Kinea,Even Permuta Kinea,even-permuta-kinea,BRKINPCTF001,1152871,BRL,KINP11
brazil,Lateres,Lateres,lateres,BRLATRCTF009,1152872,BRL,LATR11B
brazil,NCH Brasil Recebíveis Imobiliários,NCH Brasil Recebíveis Imobiliários,nch-brasil-recebiveis-imobiliarios,BRNCHBCTF000,1152873,BRL,NCHB11
brazil,Nestpar,Nestpar,nestpar,BRNPARCTF003,1152874,BRL,NPAR11
brazil,Novo Horizonte,Novo Horizonte,novo-horizonte,BRNVHOCTF003,1152875,BRL,NVHO11
brazil,Nova I,Nova I,nova-i,BRNVIFCTF009,1152876,BRL,NVIF11B
brazil,Ouro Preto Desenvolvimento Imobiliário I,Ouro Preto Desenvolvimento Imobiliário I,ouro-preto-desenvolvimento,BRORPDCTF005,1152877,BRL,ORPD11
brazil,Ourinvest Logistica,Ourinvest Logistica,ourinvest-logistica,BROULGCTF001,1152878,BRL,OULG11B
brazil,Prologis Brazil Logistics Venture,Prologis Brazil Logistics Venture,prologis-brazil-logistics-venture,BRPBLVCTF007,1152879,BRL,PBLV11
brazil,Personale I,Personale I,personale-i,BRPRSNCTF005,1152880,BRL,PRSN11B
brazil,Multi Properties,Multi Properties,multi-properties,BRPRTSCTF002,1152881,BRL,PRTS11
brazil,RB Capital Office Income,RB Capital Office Income,rb-capital-office-income,BRRBCOCTF007,1152882,BRL,RBCO11
brazil,Rio Bravo IFIX,Rio Bravo IFIX,rio-bravo-ifix,BRRBFFCTF008,1152883,BRL,RBFF11
brazil,RBR Properties,RBR Properties,rbr-properties,BRRBRPCTF002,1152884,BRL,RBRP11
brazil,RBR Private Crédito Imobiliário,RBR Private Crédito Imobiliário,rbr-private-credito-imobiliario,BRRBRYCTF004,1152885,BRL,RBRY11
brazil,Grupo RCFA,Grupo RCFA,grupo-rcfa,BRRCFACTF007,1152886,BRL,RCFA11
brazil,RB Capital Rendimentos,RB Capital Rendimentos,rb-capital-rendimentos,BRRCRICTF005,1152887,BRL,RCRI11B
brazil,BB Renda de Papeis Imobiliários II,BB Renda de Papeis Imobiliários II,bb-renda-de-papeis-imobiliarios-ii,BRRDPDCTF008,1152888,BRL,RDPD11
brazil,Socopa Fundo de Investimento Imobiliário,Socopa Fundo de Investimento Imobiliário,socopa-fundo-de-investimento,BRREITCTF007,1152889,BRL,REIT11
brazil,Santander Papeis Imobiliários CDI,Santander Papeis Imobiliários CDI,santander-papeis-imobiliarios-cdi,BRSADICTF007,1152890,BRL,SADI11
brazil,Sia Corporate,Sia Corporate,sia-corporate,BRSAICCTF009,1152891,BRL,SAIC11B
brazil,São Fernando,São Fernando,sao-fernando,BRSFNDCTF006,1152892,BRL,SFND11
brazil,Shopping Parque Dom Pedro,Shopping Parque Dom Pedro,shopping-parque-dom-pedro,BRSHDPCTF007,1152893,BRL,SHDP11B
brazil,Multi Shoppings,Multi Shoppings,multi-shoppings,BRSHOPCTF004,1152894,BRL,SHOP11
brazil,SPA Fundo de Investimento Imobiliário,SPA Fundo de Investimento Imobiliário,spa-fundo-de-investimento,BRSPAFCTF007,1152895,BRL,SPAF11
brazil,STARX FII,STARX FII,starx-fii,BRSTRXCTF006,1152896,BRL,STRX11
brazil,BTG Pactual Crédito Imobiliário,BTG Pactual Crédito Imobiliário,btg-pactual-credito-imobiliario,BRFIGSCTF009,1152897,BRL,TCR11
brazil,Tourmalet I,Tourmalet I,tourmalet-i,BRTORMCTF008,1152898,BRL,TORM13
brazil,Tourmalet II,Tourmalet II,tourmalet-ii,BRTOURCTF001,1152899,BRL,TOUR11
brazil,Transinc,Transinc,transinc,BRTSNCCTF009,1152900,BRL,TSNC11
brazil,Vereda,Vereda,vereda,BRVERECTF002,1152901,BRL,VERE11
brazil,Vector Queluz Lajes Corporativas,Vector Queluz Lajes Corporativas,vector-queluz-lajes-corporativas,BRVLJSCTF012,1152902,BRL,VLJS11
brazil,Polo Shopping Indaiatuba,Polo Shopping Indaiatuba,polo-shopping-indaiatuba,BRVPSICTF007,1152903,BRL,VPSI11
brazil,Ourinvest RE I,Ourinvest RE I,ourinvest-re-i,BRWTSPCTF002,1152904,BRL,WTSP11B
brazil,Yaguara Capital High Yield,Yaguara Capital High Yield,yaguara-capital-high-yield,BRYCHYCTF009,1152905,BRL,YCHY11
brazil,Vivara,Vivara Participacoes SA,vivara-participacoes-sa,BRVIVAACNOR0,1153002,BRL,VIVA3
brazil,C A Modas SA,C A Modas SA,c-a-modas-sa,BRCEABACNOR1,1153100,BRL,CEAB3
brazil,Banco BMG Unit,Banco BMG Unit,banco-bmg-sa,BRBMGBCDAM17,1153101,BRL,BMGB11
brazil,Banco BMG ON,Banco BMG ON,banco-bmg-on,BRBMGBACNPR0,1153108,BRL,BMGB4
brazil,SDI Properties,SDI Properties USA Inc,sdi-properties-usa-inc,BRSDIPCTF005,1153192,BRL,SDIP11
brazil,Rb Cap,Rb Capital Off Income Fundo de Inv,rb-capital-off-income-fundo-de-inv,BRRBCOCTF007,1155469,BRL,RBCO11
brazil,Integral Brei Reit,Fdo Inv Imob Fof Integral Brei Reit,fdo-inv-imob-fof-integral-brei-reit,BRIBFFCTF007,1155470,BRL,IBFF11
brazil,Vbi Cri,Fi Imobiliario Vbi Cri,fi-imobiliario-vbi-cri,BRCVBICTF001,1155471,BRL,CVBI11
brazil,Hedge Realty,Hedge Realty Devl Fdo Inv Imob Etf,hedge-realty-devl-fdo-inv-imob-etf,BRHRDFCTF000,1155472,BRL,HRDF11
brazil,Rb Cap,Rb Cap Desenvolvimento Res Iii Fii,rb-cap-desenvolvimento-res-iii-fii,BRRSPDCTF006,1155473,BRL,RSPD11
brazil,Treecorp,Treecorp Real Estate Fii I Etf,treecorp-real-estate-fii-i-etf,BRTCPFCTF001,1155474,BRL,TCPF11
brazil,AERIS INDUSTRIA E COMERCIO DE EQUIP,Aeris Industria E Comercio De Equip,aeris-industria-e-comercio-de-equip,BRAERIACNOR4,1167308,BRL,AERI3
brazil,AES TIETE ENERGIA SA,Aes Brasil Energia SA,aes-tiete-energia-sa,BRAESBACNOR7,962574,BRL,AESB3
brazil,AGROGALAXY PARTICIPACOES,Agrogalaxy Participacoes SA,agrogalaxy-participacoes,BRAGXYACNOR4,1171206,BRL,AGXY3
brazil,ALLIED TECNOLOGIA,Allied Tecnologia SA,allied-tecnologia,BRALLDACNOR3,1172588,BRL,ALLD3
brazil,ALLPARK EMPREENDIMENTOS,Allpark Empreendimentos ,allpark-empreendimentos,BRALPKACNOR9,1161391,BRL,ALPK3
brazil,AMBIPAR PARTICIPACOES E EMPREEND,Ambipar Participacoes e Empreend,ambipar-participacoes-e-empreend,BRAMBPACNOR6,1163447,BRL,AMBP3
brazil,B2W VAREJO ON NM,Americanas SA,b2w-varejo-on-nm,BRAMERACNOR6,18626,BRL,AMER3
brazil,ARMAC LOCACAO LOGISTICA E SERVICOS,Armac Locacao Logistica e Servicos SA,armac-locacao-logistica-e-servicos,BRARMLACNOR1,1175500,BRL,ARML3
brazil,SENDAS DISTRIBUIDORA SA,Sendas Distribuidora SA,sendas-distribuidora-sa,BRASAIACNOR0,1170443,BRL,ASAI3
brazil,ALPHAVILLE SA,Alphaville Sa,alphaville-sa,BRAVLLACNOR5,1167307,BRL,AVLL3
brazil,BLAU FARMACEUTICA,Blau Farmaceutica SA,blau-farmaceutica,BRBLAUACNOR8,1172070,BRL,BLAU3
brazil,BEMOBI MOBILE TECH,Bemobi Mobile Tech SA,bemobi-mobile-tech,BRBMOBACNOR7,1169401,BRL,BMOB3
brazil,BOA VISTA SERVICOS,Boa Vista Servicos ,boa-vista-servicos,BRBOASACNOR6,1166358,BRL,BOAS3
brazil,BR ADVISORY PARTNERS PARTICIPACOES,Br Advisory Partners Participacoes,br-advisory-partners-participacoes,BRBRBICDAM10,1165969,BRL,BRBI11
brazil,MELIUZ SA,Meliuz SA,meliuz-sa,BRCASHACNOR8,1167031,BRL,CASH3
brazil,COMPANHIA BRASILEIRA DE ALUMINIO,Companhia Brasileira de Aluminio,companhia-brasileira-de-aluminio,BRCBAVACNOR5,1175150,BRL,CBAV3
brazil,CSN MINERACAO,CSN Mineracao SA,csn-mineracao,BRCMINACNOR2,1169403,BRL,CMIN3
brazil,CRUZEIRO DO SUL EDUCACIONAL,Cruzeiro do Sul Educacional SA,cruzeiro-do-sul-educacional,BRCSEDACNOR9,1169402,BRL,CSED3
brazil,CURY CONSTRTUTORA E INCORPORADORA S,Cury Constrtutora e Incorporadora S,cury-constrtutora-e-incorporadora-s,BRCURYACNOR3,1165868,BRL,CURY3
brazil,CAIXA SEGURIDADE PARTICIPACOES,Caixa Seguridade Participacoes SA,caixa-seguridade-participacoes,BRCXSEACNOR7,1172522,BRL,CXSE3
brazil,DESKTOP SIGMANET COM MULTIMIDIA,Desktop Sigmanet Comunicacao Multimidia SA,desktop-sigmanet-com-multimidia,BRDESKACNOR2,1175342,BRL,DESK3
brazil,D1000 VAREJO FARMA PARTICIPACOES,D1000 Varejo Farma Participacoes,d1000-varejo-farma-participacoes,BRDMVFACNOR9,1163448,BRL,DMVF3
brazil,DOTZ,Dotz SA,dotz,BRDOTZACNOR7,1173276,BRL,DOTZ3
brazil,DURATEX ON NM,Dexco SA,duratex-on-nm,BRDXCOACNOR8,18662,BRL,DXCO3
brazil,ELETROMIDIA,Eletromidia SA,eletromidia,BRELMDACNOR3,1169940,BRL,ELMD3
brazil,ENJOEIM BR ATIVIDADE DE INTERNET,Enjoei Com Br Atividade de Internet,enjoeim-br-atividade-de-internet,BRENJUACNOR9,1167030,BRL,ENJU3
brazil,MPM,MPM Corporeos SA,mpm,BRESPAACNOR7,1169404,BRL,ESPA3
brazil,UNIFIQUE TELECOMUNICACOES,Unifique Telecomunicacoes SA,unifique-telecomunicacoes,BRFIQEACNOR5,1175494,BRL,FIQE3
brazil,GETNET ADQUIRENCIA E SERVICOS PARA,Getnet Adquirencia e Servicos para Meios de Pagamento SA,getnet-adquirencia-e-servicos-para,BRGETTACNOR4,1178512,BRL,GETT3
brazil,GPS PARTICIPACOES E EMPREENDIMENTOS,GPS Participacoes e Empreendimentos SA,gps-participacoes-e-empreendimentos,BRGGPSACNOR9,1172519,BRL,GGPS3
brazil,GRUPO MATEUS SA,Grupo Mateus SA,grupo-mateus-sa,BRGMATACNOR7,1166725,BRL,GMAT3
brazil,HBR REALTY EMPREENDIMENTOS,HBR Realty Empreendimentos Imobiliarios SA,hbr-realty-empreendimentos,BRHBREACNOR4,1169405,BRL,HBRE3
brazil,HIDROVIAS DO BRASIL SA,Hidrovias do Brasil Sa,hidrovias-do-brasil-sa,BRHBSAACNOR0,1165887,BRL,HBSA3
brazil,INFRACOMMERCE CXAAS,Infracommerce CXaaS SA,infracommerce-cxaas,BRIFCMACNOR8,1172523,BRL,IFCM3
brazil,IGUATEMI,Iguatemi SA,iguatemi,BRIGTIACNOR8,1180247,BRL,IGTI3
brazil,INTELBRAS SA INDUSTRIA DE TELECOMUN,Intelbras Sa Industria de Telecomun,intelbras-sa-industria-de-telecomun,BRINTBACNOR9,1169011,BRL,INTB3
brazil,JALLES MACHADO,Jalles Machado SA,jalles-machado,BRJALLACNOR0,1169400,BRL,JALL3
brazil,LAVVI EMPREENDIMENTOS IMOBILIARIOS,Lavvi Empreendimentos Imobiliarios,lavvi-empreendimentos-imobiliarios,BRLAVVACNOR4,1165869,BRL,LAVV3
brazil,LOJAS QUERO QUERO SA,Lojas Quero Quero SA,lojas-quero-quero-sa,BRLJQQACNOR5,1164167,BRL,LJQQ3
brazil,LIVETECH DA BAHIA INDUSTRIA COMERC,Livetech da Bahia Industria e Comercio SA,livetech-da-bahia-industria-comerc,BRLVTCACNOR4,1175487,BRL,LVTC3
brazil,LOCAWEB SERVICOS DE INTERNET SA,Locaweb Servicos De Internet SA,locaweb-servicos-de-internet-sa,BRLWSAACNOR8,1156708,BRL,LWSA3
brazil,HOSPITAL MATER DEI SA,Hospital Mater Dei Sa,hospital-mater-dei-sa,BRMATDACNOR4,1172290,BRL,MATD3
brazil,MOBLY,Mobly SA,mobly,BRMBLYACNOR5,1169398,BRL,MBLY3
brazil,MOURA DUBEUX ENGENHARIA SA,Moura Dubeux Engenharia SA,moura-dubeux-engenharia-sa,BRMDNEACNOR9,1156707,BRL,MDNE3
brazil,MELNICK EVEN DESENVOLVIMENTO IMOBIL,Melnick Even Desenvolvimento Imobil,melnick-even-desenvolvimento-imobil,BRMELKACNOR8,1166356,BRL,MELK3
brazil,MULTILASER INDUSTRIAL,Multilaser Industrial SA,multilaser-industrial,BRMLASACNOR9,1175414,BRL,MLAS3
brazil,BANCO MODAL,Banco Modal SA,banco-modal,BRMODLACNOR2,1174913,BRL,MODL3
brazil,MOSAICO TECNOLOGIA AO CONSUMIDOR,Mosaico Tecnologia ao Consumidor SA,mosaico-tecnologia-ao-consumidor,BRMOSIACNOR6,1169397,BRL,MOSI3
brazil,MITRE REALTY EMPREENDIMENTOS E PART,Mitre Realty Empreendimentos E Part,mitre-realty-empreendimentos-e-part,BRMTREACNOR6,1156706,BRL,MTRE3
brazil,NEOGRID PARTICIPACOES SA,Neogrid Participacoes SA,neogrid-participacoes-sa,BRNGRDACNOR3,1168102,BRL,NGRD3
brazil,GETNINJAS,Getninjas SA,getninjas,BRNINJACNOR5,1173338,BRL,NINJ3
brazil,NATURA ON NM,Natura & Co SA,natura-on-nm,BRNTCOACNOR5,18742,BRL,NTCO3
brazil,OCEANPACT SERVICOS MARITIMOS SA,Oceanpact Servicos Maritimos Sa,oceanpact-servicos-maritimos-sa,BROPCTACNOR0,1169939,BRL,OPCT3
brazil,ORIZON VALORIZACAO DE RESIDUOS,Orizon Valorizacao de Residuos SA,orizon-valorizacao-de-residuos,BRORVRACNOR0,1169941,BRL,ORVR3
brazil,COMPANHIA BRASILEIRA DE DISTRIBUICA,Companhia Brasileira De Distribuica,companhia-brasileira-de-distribuica,BRPCARACNOR3,1155784,BRL,PCAR3
brazil,PET CENTER COMERCIO E PARTCIPACOES,Pet Center Comercio e Partcipacoes,pet-center-comercio-e-partcipacoes,BRPETZACNOR2,1165867,BRL,PETZ3
brazil,EMPREENDIMENTOS PAGUE MENOS SA,Empreendimentos Pague Menos Sa,empreendimentos-pague-menos-sa,BRPGMNACNOR8,1165871,BRL,PGMN3
brazil,PLANO AND PLANO DESENVOLVIMENTO IMO,Plano And Plano Desenvolvimento Imo,plano-and-plano-desenvolvimento-imo,BRPLPLACNOR5,1165870,BRL,PLPL3
brazil,FOCUS ENERGIA,Focus Energia Ltda,focus-energia,BRPOWEACNOR0,1169399,BRL,POWE3
brazil,PRINER SERVICOS INDUSTRIAIS SA,Priner Servicos Industriais SA,priner-servicos-industriais-sa,BRPRNRACNOR4,1156678,BRL,PRNR3
brazil,RAIZEN PRF,Raizen SA Preferred,raizen-prf,BRRAIZACNPR6,1175866,BRL,RAIZ4
brazil,REDE DOR SAO LUIZ,Rede D’Or São Luiz SA,rede-dor-sao-luiz,BRRDORACNOR8,1167542,BRL,RDOR3
brazil,PETRORECONCAVO,Petroreconcavo SA,petroreconcavo,BRRECVACNOR3,1172772,BRL,RECV3
brazil,3R PETROLEUM OLEO E GAS SA,3R Petroleum Oleo E Gas Sa,3r-petroleum-oleo-e-gas-sa,BRRRRPACNOR5,1167309,BRL,RRRP3
brazil,GRUPO SBF SA,Grupo SBF,grupo-sbf-sa,BRSBFGACNOR1,1128957,BRL,SBFG3
brazil,SEQUOIA LOGISTICA E TRANSPORTES SA,Sequoia Logistica e Transportes Sa,sequoia-logistica-e-transportes-sa,BRSEQLACNOR2,1166723,BRL,SEQL3
brazil,JSL ON NM,Simpar SA,jsl-on-nm,BRSIMHACNOR0,18712,BRL,SIMH3
brazil,SMARTFIT ESCOLA DE GINASTICA,Smartfit Escola de Ginastica e Danca SA,smartfit-escola-de-ginastica,BRSMFTACNOR1,1174884,BRL,SMFT3
brazil,BOA SAFRA SEMENTES,Boa Safra Sementes SA,boa-safra-sementes,BRSOJAACNOR9,1172721,BRL,SOJA3
brazil,GRUPO DE MODA SOMA SA,Grupo de Moda Soma Sa,grupo-de-moda-soma-sa,BRSOMAACNOR3,1163446,BRL,SOMA3
brazil,CYRE COM CCP ON,SYN prop e tech SA,cyre-com-ccp-on,BRSYNEACNOR2,18632,BRL,SYNE3
brazil,TRACK AND FIELD SA,Track And Field Co SA,track-and-field-sa,BRTFCOACNPR8,1167029,BRL,TFCO4
brazil,TIM PART S A ON NM,Tim Participacoes SA,tim-part-s-a-on-nm,BRTIMSACNOR5,18797,BRL,TIMS3
brazil,TRADERS CLUB,Traders Club Ltda,traders-club,BRTRADACNOR3,1175489,BRL,TRAD3
brazil,TRES TENTOS AGROINDUSTRIAL,Tres Tentos Agroindustrial SA,tres-tentos-agroindustrial,BRTTENACNOR0,1174979,BRL,TTEN3
brazil,PETROBRAS DISTRIBUIDORA,Vibra Energia SA,petrobras-distribuidora,BRVBBRACNOR1,1056489,BRL,VBBR3
brazil,VIA VAREJO SA,Via SA,via-varejo-sa,BRVIIAACNOR7,986421,BRL,VIIA3
brazil,VITTIA FERTILIZANTES E BIOLOGICOS,Vittia Fertilizantes e Biologicos SA,vittia-fertilizantes-e-biologicos,BRVITTACNOR4,1172770,BRL,VITT3
brazil,CM HOSPITALAR,CM Hospitalar SA,cm-hospitalar,BRVVEOACNOR0,1172289,BRL,VVEO3
brazil,WESTING COMERCIO VAREJISTA,Westwing Comercio Varejista SA,westing-comercio-varejista,BRWESTACNOR3,1169938,BRL,WEST3
